Entry	Entry name	Gene names	Cross-reference (GeneID)
P38930	CSK2C_YEAST	CKB2 YOR039W OR26.32	854204;
Q01919	KIN4_YEAST	KIN4 KIN3 KIN31 YOR233W O5220	854408;
Q12192	RFM1_YEAST	RFM1 YOR279C	854453;
P40096	NCB1_YEAST	BUR6 NCB1 YER159C	856904;
P47074	MAD3_YEAST	MAD3 YJL013C J1341	853439;
P32768	FLO1_YEAST	FLO1 FLO2 FLO4 FLO8 YAR050W	851289;
A0A0G3F489	A0A0G3F489_YEASX	atp9 oli1 PACBIOSEQ_LOCUS16 PACBIOSEQ_LOCUS17 PACBIOSEQ_LOCUS20 PACBIOSEQ_LOCUS21 PACBIOSEQ_LOCUS23	24573116;
P38811	TRA1_YEAST	TRA1 YHR099W	856499;
P12887	UNG_YEAST	UNG1 YML021C	854987;
P40466	FKH1_YEAST	FKH1 YIL131C	854675;
P26364	KAD3_YEAST	ADK2 AKY3 PAK3 YER170W	856917;
Q12090	REXO3_YEAST	REX3 YLR107W L2904	850797;
P53898	NSG2_YEAST	NSG2 YNL156C N1747	855566;
P35842	PPAB_YEAST	PHO11 YAR071W	851299;
P60010	ACT_YEAST	ACT1 ABY1 END7 YFL039C	850504;
Q05931	HSP7Q_YEAST	SSQ1 SSC2 YLR369W	851084;
Q00772	SLT2_YEAST	SLT2 MPK1 YHR030C	856425;
Q12317	MSB4_YEAST	MSB4 YOL112W HRC492	854037;
P38999	LYS9_YEAST	LYS9 LYS13 YNR050C N3461	855786;
Q08994	YP203_YEAST	YPR203W	856333;
Q12038	SRO7_YEAST	SRO7 SNI1 SOP1 YPR032W YP9367.12	856144;
Q07951	POC3_YEAST	IRC25 DMP2 POC3 YLR021W	850708;
P46683	YAR1_YEAST	YAR1 YPL239W	855837;
Q12246	LCB4_YEAST	LCB4 YOR171C O3615	854342;
P39711	YAG4_YEAST	YAL064W	851235;
P32379	PSA5_YEAST	PUP2 DOA5 YGR253C G9155	853168;
P43609	RSC8_YEAST	RSC8 SWH3 YFR037C	850598;
P53236	RSC1_YEAST	RSC1 YGR056W	852947;
Q12018	CDC53_YEAST	CDC53 YDL132W D2190	851424;
Q08490	SGO1_YEAST	SGO1 YOR073W YOR29-24	854240;
P0CX77	ASP22_YEAST	ASP3-2 YLR157C L9632.7	850850;850852;850855;850857;
P0CX78	ASP23_YEAST	ASP3-3 YLR158C L9632.8	850850;850852;850855;850857;
P0CX79	ASP24_YEAST	ASP3-4 YLR160C L9632.9	850850;850852;850855;850857;
P0CZ17	ASP21_YEAST	ASP3-1 YLR155C L9632.6	850850;850852;850855;850857;
Q12692	H2AZ_YEAST	HTZ1 H2AZ HTA3 YOL012C O2345	854150;
P54854	HXT15_YEAST	HXT15 YDL245C	851352;
P03962	PYRF_YEAST	URA3 YEL021W	856692;
Q8TGT3	YJ77B_YEAST	YJL077W-B	1466467;
P53230	TAM41_YEAST	TAM41 MMP37 YGR046W	852937;
P05737	RL7A_YEAST	RPL7A RPL6A RPL8A YL8A YGL076C	852804;
P40005	PFD2_YEAST	GIM4 PFD2 YEL003W	856715;
P47139	YJ68_YEAST	YJR098C J1936	853561;
P06780	RHO1_YEAST	RHO1 YPR165W P9325.3	856294;
P36008	EF1G2_YEAST	TEF4 EFC1 YKL081W	853781;
P53830	CUS2_YEAST	CUS2 YNL286W N0549	855430;
P40063	RT105_YEAST	RTT105 YER104W	856841;
P36147	PAM17_YEAST	PAM17 FMP18 YKR065C	853939;
P08466	NUC1_YEAST	NUC1 YJL208C HRE329 J0310	853222;
Q03050	PAU10_YEAST	PAU10 YDR542W	852155;
P33749	MSN4_YEAST	MSN4 YKL062W	853803;
P38431	IF5_YEAST	TIF5 YPR041W YP3085.05	856154;
P43585	VTC2_YEAST	VTC2 PHM1 YFL004W	850544;
P36145	T2EB_YEAST	TFA2 YKR062W	853936;
P36068	SHE2_YEAST	SHE2 YKL130C	853728;
P35196	RER2_YEAST	RER2 YBR002C YBR0107	852287;
P00899	TRPE_YEAST	TRP2 YER090W	856824;
P40577	MND2_YEAST	MND2 YIR025W	854843;
P43554	SWP82_YEAST	SWP82 YFL049W	850495;
Q06703	CDA2_YEAST	CDA2 YLR308W L2142.1	851017;
Q03833	GIS1_YEAST	GIS1 YDR096W YD8557.01	851670;
P34244	HSL1_YEAST	HSL1 YKL101W YKL453	853760;
P50105	TAF4_YEAST	TAF4 MPT1 TAF48 TSG2 YMR005W YM8270.07	855017;
P09119	CDC6_YEAST	CDC6 YJL194W J0347	853244;
Q07471	THI3_YEAST	THI3 KID1 YDL080C	851479;
Q12098	SLX4_YEAST	SLX4 YLR135W L3140	850826;
P15801	DPOG_YEAST	MIP1 YOR330C	854508;
Q06325	YPS7_YEAST	YPS7 YDR349C	851950;
P27637	BUD14_YEAST	BUD14 YAR014C FUN2	851271;
Q02803	OAZ_YEAST	OAZ1 YPL052W	856055;
P53981	PYP1_YEAST	PYP1 YNL010W N2866	855722;
O13527	YA11B_YEAST	TY1B-A YARCTy1-1 POL YAR009C	851268;
Q12314	SFM1_YEAST	SFM1 YOR021C OR26.11	854186;
Q00578	RAD25_YEAST	SSL2 LOM3 RAD25 UVS112 YIL143C	854663;
Q3E731	COX19_YEAST	COX19 YLL018C-A	850642;
P18898	PGTB1_YEAST	CDC43 CAL1 YGL155W G1864	852722;
Q12138	YL125_YEAST	YLR125W L3101	850816;
P48606	TBCA_YEAST	RBL2 YOR265W	854439;
P10823	GPA2_YEAST	GPA2 SSP101 YER020W	856741;
P38744	PHS_YEAST	YHL018W	856368;
P38753	HSE1_YEAST	HSE1 YHL002W	856387;
P0CF16	U5071_YEAST	YML003W YM9571.16	855010;
P15938	PRP16_YEAST	PRP16 YKR086W YKR406	853961;
P49017	COQ5_YEAST	COQ5 DBI56 YML110C YM8339.09C	854930;
Q04175	SXM1_YEAST	SXM1 KAP108 YDR395W	852004;
Q05515	SVF1_YEAST	SVF1 SGI1 YDR346C	851947;
P40491	FMC1_YEAST	FMC1 YIL098C	854709;
P53184	PNC1_YEAST	PNC1 YGL037C	852846;
P46996	YJQ3_YEAST	YJL163C J0544	853276;
P07258	CARA_YEAST	CPA1 YOR303W	854479;
P38962	TVP23_YEAST	TVP23 YDR084C D4466	851657;
Q99186	AP2M_YEAST	APM4 AMP1 YOL062C O1210	854092;
P53273	YG35_YEAST	YGR125W G6362	853026;
P47177	2NDP_YEAST	YJR149W J2213	853614;
Q04964	SML1_YEAST	SML1 YML058W YM9958.04	854945;
P53153	LCL3_YEAST	LCL3 YGL085W	852795;
P38929	ATC2_YEAST	PMC1 YGL006W	852878;
P33338	SLA2_YEAST	SLA2 END4 MOP2 UFG1 YNL243W N1102	855478;
Q00381	AP2S_YEAST	APS2 YAP17 YJR058C J1720	853521;
P36036	YRA2_YEAST	YRA2 YKL214C	853666;
P03069	GCN4_YEAST	GCN4 AAS101 AAS3 ARG9 YEL009C	856709;
P36173	GEX2_YEAST	GEX2 YKR106W	853981;
P43638	MHP1_YEAST	MHP1 YJL042W J1206	853408;
P53224	ORM1_YEAST	ORM1 YGR038W	852926;
P17157	PHO85_YEAST	PHO85 SSG3 YPL031C P7102.18A	856076;
Q2V2P1	YL146_YEAST	YLR146W-A	3799977;
Q04597	YDR14_YEAST	YDR114C	851693;
P18851	GBB_YEAST	STE4 YOR212W YOR50-2	854387;
P49090	ASNS2_YEAST	ASN2 YGR124W G6358	853025;
P32830	TIM12_YEAST	TIM12 MRS5 YBR091C YBR0812	852388;
Q07993	XYL2_YEAST	XYL2 YLR070C	850759;
P43598	IGD1_YEAST	IGD1 YFR017C	850572;
P32325	DBF4_YEAST	DBF4 DNA52 YDR052C D4205 YD9609.07C	851623;
Q12029	FSF1_YEAST	FSF1 YOR271C	854445;
Q03787	YD249_YEAST	YDR249C	851836;
Q04746	KAR5_YEAST	KAR5 FIG3 YMR065W YM9916.04	855087;
Q08412	CUE5_YEAST	CUE5 YOR042W	854206;
Q3E757	RL11B_YEAST	RPL11B RP39B RPL16B YGR085C	852976;
P38196	FUI1_YEAST	FUI1 YBL042C YBL0406	852238;
P0CG63	UBI4P_YEAST	UBI4 SCD2 YLL039C	850620;
Q02606	YP014_YEAST	YPL014W	856093;
Q92316	OST5_YEAST	OST5 YGL226C-A YGL226BC	852625;
P33202	UFD4_YEAST	UFD4 YKL010C YKL162	853859;
P45976	FIP1_YEAST	FIP1 YJR093C J1911	853555;
P25572	YCE2_YEAST	YCL042W YCL42W	850315;
P0CF19	YO162_YEAST	YOL162W O0235	854002;
P50946	OCA1_YEAST	OCA1 YNL099C N2194	855624;
Q03175	SRT1_YEAST	SRT1 YMR101C YM6543.08C	855127;
Q08649	ESA1_YEAST	ESA1 YOR244W O5257	854418;
P20424	SRP54_YEAST	SRP54 SRH1 YPR088C P9513.14	856203;
P47007	MRX5_YEAST	MRX5 YJL147C J0639	853294;
P21560	CBP3_YEAST	CBP3 YPL215W P1775	855886;
Q08214	NTH2_YEAST	NTG2 SCR2 YOL043C	854114;
Q05933	ARPC3_YEAST	ARC18 YLR370C L8039.15	851085;
Q05024	TRI1_YEAST	TRI1 YMR233W YM9959.15	855273;
P53219	IMO32_YEAST	IMO32 YGR031W	852919;
P14306	CPYI_YEAST	TFS1 DKA1 NSP1 YLR178C L9470.19	850875;
P42936	YG4D_YEAST	YGR201C G7727	853115;
P01123	YPT1_YEAST	YPT1 YP2 YFL038C	850505;
P53973	HDA1_YEAST	HDA1 YNL021W N2819	855710;
P14120	RL30_YEAST	RPL30 RPL32 YGL030W	852853;
P39521	FHL1_YEAST	FHL1 YPR104C P8283.15	856219;
Q06675	CENPO_YEAST	MCM21 CTF5 YDR318W	851916;
P40344	ATG3_YEAST	ATG3 APG3 AUT1 YNR007C N2040	855741;
Q03530	RCE1_YEAST	RCE1 YMR274C YM8156.16C	855317;
Q03193	YD090_YEAST	YDR090C	851664;
P48562	CLA4_YEAST	CLA4 YNL298W N0450	855418;
P38090	AGP2_YEAST	AGP2 YBR132C YBR1007	852429;
Q03219	YM44_YEAST	YMR178W YM8010.08	855216;
P31377	STX8_YEAST	SYN8 UIP2 YAL014C FUN34	851219;
P25377	ADH7_YEAST	ADH7 YCR105W	850469;
Q05543	RT103_YEAST	RTT103 YDR289C	851884;
P40107	GMT1_YEAST	VRG4 GOG5 LDB3 MCD3 VAN2 VIG4 YGL225W	852647;
Q03280	TOM1_YEAST	TOM1 SSR2 YDR457W D8035.1	852068;
P32366	VA0D_YEAST	VMA6 YLR447C L9324.8	851168;
P36035	JEN1_YEAST	JEN1 YKL217W	853663;
Q03308	VPS16_YEAST	VPS16 VAM9 VPT16 YPL045W	856062;
Q2V2P5	YI102_YEAST	YIL102C-A	3799974;
P87262	RL34A_YEAST	RPL34A YER056C-A YER056BC	856784;
Q08906	FIT2_YEAST	FIT2 YOR382W	854564;
P34220	YBF5_YEAST	YBL055C YBL0511 YBL0512	852225;
P36059	NNRD_YEAST	NNR2 YKL151C YKL606	853706;
Q05919	VPS38_YEAST	VPS38 VPL17 YLR360W L8039.11	851074;
P53848	FOL1_YEAST	FOL1 YNL256W N0848	855465;
P53870	YNT3_YEAST	YNL193W N1400	855528;
Q01802	AATM_YEAST	AAT1 YKL106W YKL461	853755;
P53193	JAC1_YEAST	JAC1 SEO2 YGL018C	852866;
P32324	EF2_YEAST	EFT1 YOR133W O3317 YOR3317W; EFT2 YDR385W	851993;854301;
P38235	YBQ3_YEAST	YBR053C YBR0506	852342;
P54730	UBX4_YEAST	UBX4 YMR067C YM9916.06C	855089;
P40514	YIG7_YEAST	YIL067C	854743;
P06785	TYSY_YEAST	CDC21 CRT9 TMP1 YOR074C YOR29-25	854241;
P34219	TOD6_YEAST	TOD6 PBF1 YBL054W YBL0509 YBL0513	852226;
P38764	RPN1_YEAST	RPN1 HRD2 NAS1 RPD1 YHR027C	856422;
Q03823	YM35_YEAST	YMR160W YM8520.09	855195;
P36056	RT22_YEAST	RSM22 YKL155C YKL610	853701;
P36121	RPC5_YEAST	RPC37 YKR025W	853895;
P39543	SOP4_YEAST	SOP4 YJL192C J0351	853247;
P53188	CGR1_YEAST	CGR1 YGL029W	852854;
P12685	TRK1_YEAST	TRK1 YJL129C J0693	853312;
P39713	BDH2_YEAST	BDH2 YAL061W FUN50	851238;
Q03695	YM58_YEAST	YMR206W YM8325.07	855246;
Q05670	FUS2_YEAST	FUS2 YMR232W YM9959.14	855272;
Q03370	PEX29_YEAST	PEX29 YDR479C	852090;
P39981	AVT2_YEAST	AVT2 YEL064C	856645;
P08459	SPS2_YEAST	SPS2 YDR522C D9719.26	852134;
P38959	VPS41_YEAST	VPS41 FET2 VAM2 YDR080W D446 YD8554.13	851653;
P36141	FMP46_YEAST	FMP46 YKR049C	853923;
P25649	AHC2_YEAST	AHC2 YCR082W YCR82W	850443;
P32490	MKK1_YEAST	MKK1 SSP32 YOR231W O5095	854406;
Q12481	RRP36_YEAST	RRP36 YOR287C	854461;
Q06211	MMS1_YEAST	MMS1 KIM3 RTT108 SLM6 YPR164W	856293;
Q08224	THI20_YEAST	THI20 YOL055C O1239	854099;
P53344	COS6_YEAST	COS6 YGR295C	853212;
P19262	ODO2_YEAST	KGD2 YDR148C YD8358.05C	851726;
Q06070	YL407_YEAST	YLR407W	851123;
P40070	LSM4_YEAST	LSM4 SDB23 USS1 YER112W	856848;
P09007	SRD1_YEAST	SRD1 YCR018C YCR18C	850377;
P30775	RF1M_YEAST	MRF1 YGL143C	852734;
P43560	LAM5_YEAST	LAM5 LTC2 YFL042C	850501;
P53913	FYV6_YEAST	FYV6 YNL133C N1215 N1850	855589;
P28274	URA7_YEAST	URA7 YBL039C YBL0410	852241;
P40897	OPT1_YEAST	OPT1 GSH11 HGT1 YJL212C HRD799 J0236	853218;
P38620	KPR2_YEAST	PRS2 PRPS2 PRS YER099C	856836;
P32259	MED16_YEAST	SIN4 BEL2 GAL22 MED16 RYE1 SDI3 SSF5 SSN4 TSF3 YNL236W N1135	855485;
P46995	SET2_YEAST	SET2 EZL1 KMT3 YJL168C J0520	853271;
P36001	FOLC_YEAST	RMA1 YKL132C	853727;
P32844	SEC6_YEAST	SEC6 YIL068C	854742;
P53074	YGY0_YEAST	YGL230C	852621;
P28777	AROC_YEAST	ARO2 YGL148W	852729;
P21827	RCC1_YEAST	SRM1 MTR1 PRP20 YGL097W	852782;
P27514	PHO91_YEAST	PHO91 YNR013C N2052	855747;
P12383	PDR1_YEAST	PDR1 AMY1 ANT1 BOR2 CYH3 NRA2 SMR2 TIL1 TPE1 TPE3 YGL013C	852871;
P53747	YN8Z_YEAST	YNR061C N3523	855798;
Q12500	AVL9_YEAST	AVL9 YLR114C L2941	850805;
P06100	NOT2_YEAST	CDC36 DNA19 NOT2 YDL165W	851389;
P0CX14	YRF13_YEAST	YRF1-3 YGR296W	853213;855846;
P0CX15	YRF17_YEAST	YRF1-7 YPL283C	853213;855846;
Q06385	VPS74_YEAST	VPS74 YDR372C D9481.15	851978;
Q12351	YO012_YEAST	YOR012W OR26.02	854177;
P32473	ODPB_YEAST	PDB1 YBR221C YBR1511	852522;
P33767	OSTB_YEAST	WBP1 YEL002C	856716;
P40317	SOK1_YEAST	SOK1 YDR006C YD8119.12C	851569;
P0C2H8	RL31A_YEAST	RPL31A RPL34 RPL34A YDL075W D2478	851484;
P53112	PEX14_YEAST	PEX14 YGL153W G1870	852724;
Q12082	YD157_YEAST	YDL157C D1533	851398;
P38805	RPF1_YEAST	RPF1 YHR088W	856488;
Q08930	YP191_YEAST	YPL191C	855910;
P38349	UBX7_YEAST	UBX7 YBR273C YBR1741	852576;
P38781	RSC30_YEAST	RSC30 YHR056C	856453;
Q05580	HEL2_YEAST	HEL2 YDR266C	851859;
P09880	TRNL_YEAST	TRL1 RLG1 YJL087C J0927	853358;
Q04406	EMI1_YEAST	EMI1 YDR512C D9719.18	852125;
P39005	KRE9_YEAST	KRE9 YJL174W J0504	853265;
P38130	KTR3_YEAST	KTR3 YBR205W YBR1445	852504;
P07274	PROF_YEAST	PFY1 PFY PRF1 YOR122C O3275 YOR3275C	854289;
O13547	CCW14_YEAST	CCW14 ICWP SSR1 YLR390W-A YLR391W-A	851107;
P0CE88	PAU1_YEAST	PAU1 YJL223C HRD120 J0208	853232;854631;
P0CE89	PAU14_YEAST	PAU14 YIL176C	853232;854631;
P21954	IDHP_YEAST	IDP1 YDL066W	851493;
Q07949	PSR2_YEAST	PSR2 YLR019W	850706;
P24867	PCL1_YEAST	PCL1 HCS26 YNL289W N0536	855427;
P36154	AIM29_YEAST	AIM29 YKR074W	853949;
Q05867	YL283_YEAST	YLR283W	850988;
P53135	SLD3_YEAST	SLD3 YGL113W G2980	852765;
P47042	IKS1_YEAST	IKS1 YJL057C J1143	853389;
P38319	TYDP1_YEAST	TDP1 YBR223C YBR1520	852525;
P25042	ROX1_YEAST	ROX1 YPR065W YP9499.20	856178;
P30605	ITR1_YEAST	ITR1 YDR497C D9719.3	852108;
P40030	ERG28_YEAST	ERG28 BUD18 YER044C	856767;
P12945	NAT1_YEAST	NAT1 AAA1 YDL040C D2720	851521;
P53907	YNO4_YEAST	YNL144C N1205 N1790	855578;
P22108	APA2_YEAST	APA2 YDR530C D9719.33	852143;
Q02831	YP077_YEAST	YPL077C	856028;
Q03782	SNU56_YEAST	SNU56 MUD10 YDR240C	851827;
P32583	SRP40_YEAST	SRP40 YKR092C YKR412A	853967;
P53071	YGY5_YEAST	YGL235W	852615;
P48363	PFD3_YEAST	PAC10 GIM2 PFD3 YGR078C	852969;
P53835	PRM1_YEAST	PRM1 YNL279W N0605	855442;
P32527	ZUO1_YEAST	ZUO1 YGR285C	853202;
P47019	ALB1_YEAST	ALB1 YJL122W J0723	853320;
Q12691	ATN5_YEAST	ENA5 YDR038C YD9673.10c	851608;
P17423	KHSE_YEAST	THR1 YHR025W	856420;
P40028	YEN1_YEAST	YEN1 YER041W	856764;
P53120	YGO0_YEAST	YGL140C	852737;
P53834	HCH1_YEAST	HCH1 YNL281W N0589	855440;
P07271	PIF1_YEAST	PIF1 TST1 YML061C YM9958.01C	854941;
Q02821	IMA1_YEAST	SRP1 KAP60 YNL189W N1606	855532;
Q06053	DUS3_YEAST	DUS3 YLR401C L8084.19	851117;
P04037	COX4_YEAST	COX4 YGL187C G1362	852688;
Q05948	YL225_YEAST	YLR225C	850922;
P0C289	YD34A_YEAST	YDR034C-A	851602;
P28708	PRR1_YEAST	PRR1 YKL116C YKL516	853744;
P38809	YHP7_YEAST	YHR097C	856497;
P36161	NU133_YEAST	NUP133 RAT3 YKR082W YKR402	853957;
P46682	AP3B_YEAST	APL6 YKS5 YGR261C G9331	853177;
P38791	DHYS_YEAST	DYS1 YHR068W	856465;
P24869	CG22_YEAST	CLB2 YPR119W P9642.6	856236;
Q03730	YMB8_YEAST	YML018C	854990;
P27882	ERV1_YEAST	ERV1 YGR029W	852916;
P50086	PSD10_YEAST	NAS6 YGR232W G8564	853147;
P22203	VATE_YEAST	VMA4 VAT5 YOR332W O6241	854509;
P53208	EAT1_YEAST	EAT1 YGR015C	852898;
O13549	VPS63_YEAST	VPS63 YLR261C	850965;
P46957	DPOD2_YEAST	POL31 HUS2 HYS2 SDP5 YJR006W J1427 YJR83.7	853462;
P53327	SLH1_YEAST	SLH1 YGR271W G9365	853187;
P38180	YBI1_YEAST	YBL081W YBL0722	852197;
Q06137	YL345_YEAST	YLR345W	851059;
P32343	SSH4_YEAST	SSH4 MLF4 YKL124W YKL529	853735;
P42944	GZF3_YEAST	GZF3 YJL110C J0806	853334;
P53941	IMP4_YEAST	IMP4 YNL075W N2353	855649;
P33339	TFC4_YEAST	TFC4 PCF1 YGR047C	852938;
Q06011	ECM19_YEAST	ECM19 YLR390W	851106;
Q06116	YP117_YEAST	YPR117W	856233;
P13856	RSR1_YEAST	RSR1 BUD1 YGR152C G6658	853056;
P53202	CUL3_YEAST	CUL3 YGR003W	852886;
P18562	UPP_YEAST	FUR1 YHR128W	856529;
P10863	TIR1_YEAST	TIR1 SRP1 YER011W	856729;
P54784	ORC1_YEAST	ORC1 YML065W	854937;
P40105	YRF12_YEAST	YRF1-2 YER190W	856940;
P07270	PHO4_YEAST	PHO4 YFR034C	850594;
P38120	RT09_YEAST	MRPS9 YBR146W YBR1123	852443;
Q9P305	IGO2_YEAST	IGO2 YHR132W-A	856534;
Q08910	YO387_YEAST	YOR387C	854569;
P43573	BUD27_YEAST	BUD27 URI YFL023W	850521;
P18544	ARGD_YEAST	ARG8 YOL140W	854025;
Q02889	MGR2_YEAST	MGR2 YPL098C	856006;
P17695	GLRX2_YEAST	GRX2 TTR TTR1 YDR513W D9719.17	852124;
Q03629	YMH9_YEAST	YML079W	854896;
P20448	DBP4_YEAST	HCA4 DBP4 ECM24 YJL033W J1250	853419;
Q12508	RMD5_YEAST	RMD5 GID2 YDR255C YD9320A.05c	851842;
P08679	CISY2_YEAST	CIT2 YCR005C YCR043 YCR5C	850361;
P53932	YNJ5_YEAST	YNL095C N2215	855629;
P38884	AIM18_YEAST	AIM18 FMP22 YHR198C	856605;
P00424	COX5A_YEAST	COX5A YNL052W N2474 YNL2474W	855675;
P25297	PHO84_YEAST	PHO84 YML123C YM7056.03C	854916;
Q04934	IVY1_YEAST	IVY1 YDR229W YD9934.14	851815;
P35184	SQT1_YEAST	SQT1 YIR012W YIB12W	854829;
P09032	EI2BG_YEAST	GCD1 TIF223 TRA3 YOR260W	854434;
Q06266	TOS4_YEAST	TOS4 YLR183C L94705.22	850880;
Q00711	SDHA_YEAST	SDH1 SDHA YKL148C YKL602	853709;
Q3E758	YH048_YEAST	YHL048C-A	1466524;
Q12241	VAM3_YEAST	VAM3 PTH1 YOR106W YOR3220W	854273;
Q07887	LDB18_YEAST	LDB18 YLL049W	850677;
P0C2H7	RL27B_YEAST	RPL27B RPL27 YDR471W D8035.14	852082;
Q08726	GPN2_YEAST	GPN2 YOR262W	854436;
P38845	CRP1_YEAST	CRP1 YHR146W	856551;
Q01329	PTA1_YEAST	PTA1 YAL043C FUN39	851255;
Q12378	RTR2_YEAST	RTR2 YDR066C D4261	851638;
P36110	PRY2_YEAST	PRY2 YKR013W YK111	853882;
P42934	PMT6_YEAST	PMT6 YGR199W G7722	853113;
P32323	AGA1_YEAST	AGA1 YNR044W N3431	855780;
Q06315	SKG3_YEAST	SKG3 YLR187W	850884;
Q3E795	YL361_YEAST	YLR361C-A	1466422;
P47138	DPH4_YEAST	JJJ3 DPH4 YJR097W J1931	853560;
Q08474	VAM10_YEAST	VAM10 YOR068C YOR29-19	854234;
Q06205	FKBP4_YEAST	FPR4 YLR449W L9324.3	851170;
P36122	BCH2_YEAST	BCH2 FMP50 YKR027W	853898;
Q04018	YM79_YEAST	YMR244W YM9408.06	855285;
Q3E828	YJ127_YEAST	YJL127C-B	1466466;
Q04170	YD391_YEAST	YDR391C	852000;
P19211	IF5A2_YEAST	ANB1 HYP1 TIF51B YJR047C J1651	853506;
Q12425	ISA2_YEAST	ISA2 YPR067W YP9499.22	856180;
P53852	SYC_YEAST	YNL247W N0885	855474;
P53233	FMP48_YEAST	FMP48 YGR052W	852943;
Q04412	AGE1_YEAST	AGE1 SAT1 YDR524C D9719.28	852136;
Q08729	DSE3_YEAST	DSE3 YOR264W	854437;
P53254	UTP22_YEAST	UTP22 YGR090W	852982;
P41318	LST8_YEAST	LST8 YNL006W N2005	855726;
P38969	PNT1_YEAST	PNT1 YOR266W	854440;
P40169	YNT4_YEAST	YNL194C N1394	855527;
P07170	KAD2_YEAST	ADK1 AKY AKY1 AKY2 YDR226W YD9934.11	851812;
P50276	MUP1_YEAST	MUP1 YGR055W	852946;
Q06707	SWC7_YEAST	SWC7 AWS1 YLR385C	851101;
P40007	NOP16_YEAST	NOP16 YER002W	856719;
Q03161	YMY9_YEAST	YMR099C YM6543.06C	855125;
P56628	RL22B_YEAST	RPL22B YFL034C-A YFL034BC	850509;
P20486	CKS1_YEAST	CKS1 YBR135W YBR1011	852432;
P29055	TF2B_YEAST	SUA7 YPR086W P9513.4	856201;
Q12230	LSP1_YEAST	LSP1 YPL004C	856103;
P38271	OPY1_YEAST	OPY1 YBR129C YBR1004	852426;
P53938	EOS1_YEAST	EOS1 YNL080C N2327	855644;
P16892	FUS3_YEAST	FUS3 DAC2 YBL016W YBL03.21 YBL0303	852265;
Q02891	MCFS1_YEAST	EEB1 YPL095C LPG13C	856010;
Q08993	YP202_YEAST	YPR202W P9677.1	856332;
Q02754	YP067_YEAST	YPL067C	856038;
P53540	SPC98_YEAST	SPC98 YNL126W N1222 N1879	855597;
Q05583	CIAO1_YEAST	CIA1 YDR267C	851860;
P34225	YEL1_YEAST	YEL1 YBL060W YBL0507 YBL0517	852219;
P11927	KAR1_YEAST	KAR1 YNL188W N1611	855533;
Q03619	YE12B_YEAST	TY1B-ER2 YERCTy1-2 POL YER160C	856906;
Q12505	SKS1_YEAST	SKS1 SHA3 YPL026C LPB5	856081;
P40057	YER4_YEAST	YER084W	856816;
P53930	AF9_YEAST	YAF9 YNL107W N1966	855616;
P39707	SEN34_YEAST	SEN34 YAR008W FUN4	851267;
P29465	CHS3_YEAST	CHS3 CAL1 CSD2 DIT101 KIT2 YBR023C YBR0305	852311;
P54860	UFD2_YEAST	UFD2 YDL190C D1255	851337;
P15992	HSP26_YEAST	HSP26 YBR072W YBR0714	852364;
P20052	PHO80_YEAST	PHO80 AGS3 TUP7 VAC5 YOL001W O2505 UNB293	854161;
P29509	TRXB1_YEAST	TRR1 YDR353W D9476.5	851955;
Q03940	RUVB1_YEAST	RVB1 TIH1 TIP49A YDR190C	851771;
Q08491	SKI7_YEAST	SKI7 YOR076C YOR29-27	854243;
P38769	NEL1_YEAST	NEL1 YHR035W	856430;
Q12079	YP027_YEAST	YPR027C YP9367.07c	856138;
P25294	SIS1_YEAST	SIS1 YNL007C N2879	855725;
P40472	SIM1_YEAST	SIM1 PBP3 YIL123W	854683;
O13511	YA065_YEAST	YAL065C	851232;
P40154	IES2_YEAST	IES2 YNL215W N1315	855506;
P39987	HSP7E_YEAST	ECM10 SSC3 YEL030W	856682;
P36080	RRP14_YEAST	RRP14 YKL082C	853780;
P53833	POP3_YEAST	POP3 YNL282W N0586	855439;
P47133	EMC2_YEAST	EMC2 YJR088C J1875	853550;
P00931	TRP_YEAST	TRP5 YGL026C	852858;
P29478	SEC65_YEAST	SEC65 YML105C YM8339.14C	854866;
P23968	VATO_YEAST	VMA16 PPA1 YHR026W	856421;
Q06245	SEC10_YEAST	SEC10 YLR166C L9362.12	850863;
Q08977	CUB1_YEAST	CUB1 YPL260W	855867;
Q02630	NU116_YEAST	NUP116 NSP116 YMR047C YM9532.12C	855066;
Q3E835	CENPS_YEAST	MHF1 YOL086W-A	854067;
P23542	AATC_YEAST	AAT2 ASP5 YLR027C L1746	850714;
P40547	VID28_YEAST	VID28 GID5 YIL017C	854795;
P53293	YG3W_YEAST	YGR168C	853078;
P32505	NAB2_YEAST	NAB2 YGL122C	852755;
P25637	YIH1_YEAST	YIH1 YCR059C YCR59C	850423;
P38992	SUR2_YEAST	SUR2 SYR2 YDR297W D9740.8	851891;
P53271	COG2_YEAST	COG2 SEC35 YGR120C G6324	853017;
P14772	BPT1_YEAST	BPT1 YLL015W L1313	850645;
P14736	RAD4_YEAST	RAD4 YER162C	856909;
P48570	HOSC_YEAST	LYS20 YDL182W D1298	851346;
P06174	HEM4_YEAST	HEM4 ORF1 YOR278W O5463	854452;
P29453	RL8B_YEAST	RPL8B KRB1 RPL4B YLL045C	850682;
Q05881	YL287_YEAST	YLR287C	850993;
Q05637	PHM6_YEAST	PHM6 YDR281C D9954.14	851875;
P40037	HMF1_YEAST	HMF1 HIG1 YER057C	856785;
