Entry	Entry name	Gene names	Cross-reference (GeneID)
P54964	ORN_YEAST	REX2 YNT20 YLR059C L2159	850748;
P22211	NPR1_YEAST	NPR1 YNL183C N1631	855538;
P38767	ERC1_YEAST	ERC1 YHR032W	856427;
Q04748	SOV1_YEAST	SOV1 YMR066W YM9916.05	855088;
P42884	AAD14_YEAST	AAD14 YNL331C N0300	855385;
Q07824	TPO1_YEAST	TPO1 YLL028W L0939	850631;
Q08322	PAU20_YEAST	PAU20 YOL161C	854003;
P40575	YIU0_YEAST	YIR020C	854837;
P34230	PXA2_YEAST	PXA2 PAT1 YKL188C YKL741	853647;
P47054	NU192_YEAST	NUP192 YJL039C J1216	853410;
P39682	PRP39_YEAST	PRP39 YML046W YM9827.06	854960;
P15442	GCN2_YEAST	GCN2 AAS1 YDR283C	851877;
P40468	TAO3_YEAST	TAO3 PAG1 YIL129C	854677;
Q04013	YHM2_YEAST	YHM2 YMR241W YM9408.03	855282;
Q04033	YD415_YEAST	YDR415C	852024;
P47022	YJL8_YEAST	YJL118W J0742	853323;
P38701	RS20_YEAST	RPS20 URP2 YHL015W	856371;
P24521	ERG8_YEAST	ERG8 YMR220W YM9959.02	855260;
P40956	GTS1_YEAST	GTS1 LSR1 YGL181W	852694;
P48439	OST3_YEAST	OST3 YOR085W YOR3124W	854252;
P43610	IRC5_YEAST	IRC5 YFR038W	850599;
Q03860	TVP15_YEAST	TVP15 YDR100W	851677;
P40961	PHB1_YEAST	PHB1 PHB YGR132C	853033;
P36024	SIS2_YEAST	SIS2 HAL3 YKR072C	853946;
Q12676	FOLD_YEAST	FOL3 YMR113W YM9718.12	855140;
Q12325	SUL2_YEAST	SUL2 SEL2 YLR092W L9449.1	850781;
P32458	CDC11_YEAST	CDC11 PSL9 YJR076C J1833	853539;
P08456	PSS_YEAST	CHO1 PSS PSS1 YER026C	856748;
P53959	COG6_YEAST	COG6 COD2 SEC37 TFI2 YNL041C N2675	855687;
Q08844	YO365_YEAST	YOR365C	854548;
P15807	MET8_YEAST	MET8 YBR213W YBR1461	852514;
Q07500	NDH2_YEAST	NDE2 NDH2 YDL085W	851474;
P25594	VBA3_YEAST	VBA3 YCL069W YCL69W	850290;
Q12099	FAL1_YEAST	FAL1 YDR021W PZC399 YD9335.07	851584;
P53080	EDC1_YEAST	EDC1 YGL222C	852650;
P47065	PT130_YEAST	PET130 YJL023C J1282	853432;
P18759	SEC18_YEAST	SEC18 YBR080C YBR0736	852372;
P07245	C1TC_YEAST	ADE3 YGR204W G7733	853118;
P36159	RNZ_YEAST	TRZ1 YKR079C	853954;
P52492	UBC11_YEAST	UBC11 YOR339C O6268	854517;
P53961	GPI15_YEAST	GPI15 YNL038W N2687	855690;
P04786	TOP1_YEAST	TOP1 MAK1 YOL006C	854156;
P47103	CYP7_YEAST	CPR7 YJR032W J1585	853489;
P20049	TYR1_YEAST	TYR1 YBR166C YBR1218	852464;
P21651	RE107_YEAST	REC107 MER2 YJR021C J1462	853478;
P0CX57	YA11A_YEAST	TY1A-A YARCTy1-1 GAG YAR010C P9659.6d	851269;856258;
P0CX58	YP12A_YEAST	TY1A-PR1 YPRCTy1-2 GAG YPR137C-A P9659.6d	851269;856258;
P39993	GEA2_YEAST	GEA2 YEL022W	856691;
P53036	SAP4_YEAST	SAP4 YGL229C	852622;
Q03430	RSM28_YEAST	RSM28 YDR494W	852105;
P12962	CAF20_YEAST	CAF20 CAF2 CAP20 YOR276W O5453W	854450;
P39956	RPH1_YEAST	RPH1 YER169W	856916;
Q12363	WTM1_YEAST	WTM1 YOR230W YOR50-20	854405;
P40568	DSN1_YEAST	DSN1 YIR010W YIB10W	854827;
Q04806	GTO3_YEAST	GTO3 YMR251W YM9920.05	855292;
P32331	YMC1_YEAST	YMC1 YPR058W YP9499.14	856171;
P53124	PCL10_YEAST	PCL10 YGL134W G2838	852743;
P13181	GAL2_YEAST	GAL2 IMP1 YLR081W L9449.6	850770;
P38786	RPP1_YEAST	RPP1 YHR062C	856459;
P32363	GPI3_YEAST	SPT14 CWH6 GPI3 YPL175W P2269	855928;
P11747	TAF13_YEAST	TAF13 FUN81 TAF19 YML098W	854875;
Q01477	UBP3_YEAST	UBP3 YER151C	856895;
P53146	USE1_YEAST	USE1 SLT1 YGL098W	852780;
P42845	STB1_YEAST	STB1 YNL309W N0384	855407;
P35189	TAF14_YEAST	TAF14 ANC1 CST10 SWP29 TAF30 TFG3 YPL129W	855974;
P53053	COS12_YEAST	COS12 YGL263W NRC380	852628;
O13563	RPN13_YEAST	RPN13 DAQ1 YLR421C	851140;
P32911	SUI1_YEAST	SUI1 RFR1 YNL244C N0905	855477;
P30665	MCM4_YEAST	MCM4 CDC54 HCD21 YPR019W YP9531.13	856130;
P53179	PALF_YEAST	RIM8 PAL3 YGL045W YGL046W	852837;
Q08961	RKM1_YEAST	RKM1 YPL208W	855893;
P47046	IRC8_YEAST	IRC8 YJL051W J1156	853396;
P05453	ERF3_YEAST	SUP35 GST1 PNM2 SAL3 SUF12 SUP2 YDR172W YD9395.05	851752;
Q12280	IQG1_YEAST	IQG1 CYK1 YPL242C	855834;
P43587	YPI1_YEAST	YPI1 YFR003C	850553;
P39992	YEC3_YEAST	YEL023C	856690;
P40445	YIQ6_YEAST	YIL166C	854640;
P33331	NTF2_YEAST	NTF2 YER009W	856727;
P40693	RLP7_YEAST	RLP7 RPL7 YNL002C N2014	855730;
Q3E792	RS25A_YEAST	RPS25A RPS31A YGR027C	852911;
P53899	CUZ1_YEAST	CUZ1 YNL155W N1751	855567;
Q12149	RRP6_YEAST	RRP6 UNC733 YOR001W	854162;
Q05635	RNH2B_YEAST	RNH202 YDR279W	851873;
P21672	RIR3_YEAST	RNR3 DIN1 YIL066C	854744;
P31374	PSK1_YEAST	PSK1 YAL017W FUN31 YAL002	851216;
P48589	RS12_YEAST	RPS12 YOR369C	854551;
P36084	MUD2_YEAST	MUD2 YKL074C YKL358	853788;
P0CX53	RL12A_YEAST	RPL12A RPL15B YEL054C	852026;856656;
P0CX54	RL12B_YEAST	RPL12B RPL15A YDR418W D9461.7	852026;856656;
P34077	NIC96_YEAST	NIC96 YFR002W	850552;
Q02884	ELP4_YEAST	ELP4 HAP1 TOT7 YPL101W	856002;
Q06683	IRC3_YEAST	IRC3 YDR332W	851932;
P22147	XRN1_YEAST	XRN1 DST2 KEM1 RAR5 SEP1 SKI1 YGL173C G1645	852702;
P09798	CDC16_YEAST	CDC16 YKL022C	853846;
P38325	OM14_YEAST	OM14 YBR230C YBR1527	852531;
P38869	SVP26_YEAST	SVP26 YHR181W	856587;
Q12391	YN11A_YEAST	TY1A-NL1 YNLCTy1-1 GAG YNL284C-A N0569	855434;
P38354	YB8A_YEAST	YBR285W YBR2023	852588;
Q06160	SPH1_YEAST	SPH1 YLR313C	851023;
Q03104	MSC1_YEAST	MSC1 YML128C YM4987.07C	854911;
P53332	COAD_YEAST	CAB4 YGR277C	853194;
Q08912	YO389_YEAST	YOR389W	854571;
Q12751	RTP1_YEAST	RTP1 YMR185W YM8010.15	855223;
P38844	DSE2_YEAST	DSE2 YHR143W	856546;
P05317	RLA0_YEAST	RPP0 L10E RPA0 RPL10E RPLA0 YLR340W L8300.8	851052;
P38631	FKS1_YEAST	FKS1 CND1 CWH53 ETG1 GLS1 GSC1 PBR1 YLR342W L8300.6	851055;
Q06822	ASA1_YEAST	ASA1 YPR085C	856200;
P42844	ZIM17_YEAST	ZIM17 FMP28 HEP1 TIM15 YNL310C N0381	855406;
P53879	RHO5_YEAST	RHO5 YNL180C N1644	855541;
Q08967	FLC1_YEAST	FLC1 BOP1 HUF1 YPL221W	855880;
P29056	TF3B_YEAST	BRF1 PCF4 TDS4 YGR246C	853161;
P07269	PHO2_YEAST	PHO2 BAS2 GRF10 YDL106C D2350	851452;
P47026	GWT1_YEAST	GWT1 YJL091C J0916	853354;
P39955	SAP1_YEAST	SAP1 YER047C	856771;
P22224	SEC15_YEAST	SEC15 YGL233W	852618;
Q12234	RUD3_YEAST	RUD3 GRP1 YOR216C YOR50-6	854391;
Q03049	YD541_YEAST	YDR541C	852154;
Q08300	CSS3_YEAST	CSS3 YOL159C	854006;
P39944	UBP5_YEAST	UBP5 YER144C	856887;
P38110	ATM_YEAST	TEL1 YBL088C YBL0706	852190;
Q08213	NGL1_YEAST	NGL1 YOL042W	854115;
Q02786	LCL1_YEAST	LCL1 YPL056C	856051;
Q3E786	YG240_YEAST	YGR240C-A	1466463;
Q12248	DAD1_YEAST	DAD1 YDR016C	851579;
P15365	DAL5_YEAST	DAL5 UREP1 YJR152W J2230	853617;
Q08416	IRC23_YEAST	IRC23 YOR044W	854209;
P20840	SAG1_YEAST	SAG1 AGAL1 YJR004C J1418	853460;
P28239	IPYR2_YEAST	PPA2 IPP2 YMR267W YM8156.09	855309;
Q03496	TR732_YEAST	TRM732 YMR259C YM8156.01C YM9920.13C	855301;
P69851	DAD4_YEAST	DAD4 HSK2 YDR320C-A	851919;
P17064	FCY2_YEAST	FCY2 YER056C	856783;
P40572	YIT6_YEAST	YIR016W	854833;
Q3E791	YA063_YEAST	YAL063C-A	1466427;
P53199	ERG26_YEAST	ERG26 YGL001C	852883;
P49095	GCSP_YEAST	GCV2 GSD2 YMR189W YM9646.01	855227;
P39985	DPO5_YEAST	POL5 YEL055C	856655;
Q06677	SWA2_YEAST	SWA2 AUX1 BUD24 YDR320C D9798.10	851918;
P40513	MAM33_YEAST	MAM33 YIL070C	854740;
P34760	TSA1_YEAST	TSA1 TPX1 TSA ZRG14 YML028W	854980;
P38851	LAM1_YEAST	LAM1 YSP1 YHR155W	856560;
Q06150	BOP2_YEAST	BOP2 YLR267W	850972;
P40492	FYV10_YEAST	FYV10 GID9 YIL097W	854710;
Q03981	CSN9_YEAST	CSN9 YDR179C	851759;
P38996	NAB3_YEAST	NAB3 HMD1 YPL190C	855911;
Q06405	ATPK_YEAST	ATP17 YDR377W D9481.21	851983;
P53183	YGD9_YEAST	YGL039W	852844;
Q02206	RSC4_YEAST	RSC4 YKR008W YK107	853877;
P40160	RIO2_YEAST	RIO2 YNL207W N1342	855514;
P51533	PDR10_YEAST	PDR10 YOR328W	854506;
P49018	GPI8_YEAST	GPI8 YDR331W D9798.2	851931;
P11633	NHP6B_YEAST	NHP6B NHPB YBR089C-A YBR090BC	852386;
P40151	WRIP1_YEAST	MGS1 YNL218W N1302	855503;
Q06835	RDS3_YEAST	RDS3 YPR094W P9513.2	856209;
P21374	ISY1_YEAST	ISY1 NTC30 UTR3 YJR050W J1657	853509;
Q12143	NSL1_YEAST	NSL1 YPL233W	855843;
Q12191	BUG1_YEAST	BUG1 YDL099W	851459;
P24868	CG21_YEAST	CLB1 SCB1 YGR108W G5967	853002;
P38113	ADH5_YEAST	ADH5 YBR145W YBR1122	852442;
Q06678	RM35_YEAST	MRPL35 YDR322W D9798.5	851921;
P39719	FLC2_YEAST	FLC2 YAL053W	851246;
P21375	OSM1_YEAST	OSM1 YJR051W J1659	853510;
P32601	DSS4_YEAST	DSS4 YPR017C LPZ16C YP9531.11C	856128;
Q05021	TAF7_YEAST	TAF7 TAF67 YMR227C YM9959.09C	855267;
P39728	YAD7_YEAST	YAL037W	851194;
P15180	SYKC_YEAST	KRS1 GCD5 YDR037W YD9673.09	851607;
Q12298	YD061_YEAST	YDR061W D4241	851633;
Q12345	IES3_YEAST	IES3 YLR052W L2131	850741;
P38871	SSP1_YEAST	SSP1 YHR184W	856590;
Q05979	KYNU_YEAST	BNA5 YLR231C L8083.14	850933;
P43604	ULI1_YEAST	ULI1 YFR026C	850583;
P20048	SEC59_YEAST	SEC59 YMR013C YM8270.17C	855026;
P41818	GLC8_YEAST	GLC8 YMR311C YM9924.03C	855359;
Q08685	CLP1_YEAST	CLP1 YOR250C	854424;
Q06839	YP097_YEAST	YPR097W	856212;
Q07560	CRD1_YEAST	CRD1 CLS1 YDL142C	851413;
P30624	LCF1_YEAST	FAA1 YOR317W O6136	854495;
P38555	YPT31_YEAST	YPT31 YPT8 YER031C	856753;
P40452	COA1_YEAST	COA1 FMP35 YIL157C	854649;
P0CY08	MTAL2_YEAST	MATALPHA2 ALPHA-2 MAT2A MATAL2 YCR039C YCR39C	850292;850406;
P0CY09	HMAL2_YEAST	HMLALPHA2 YCL067C YCL67C	850292;850406;
Q05521	DPP1_YEAST	DPP1 ZRG1 YDR284C	851878;
P40528	SYG1_YEAST	SYG1 YIL047C	854764;
Q06201	GMC2_YEAST	GMC2 YLR445W	851166;
P00635	PPA5_YEAST	PHO5 YBR093C YBR0814	852390;
P25451	PSB3_YEAST	PUP3 YER094C	856830;
P20084	RM33_YEAST	MRPL33 YMR286W YM8021.12	855330;
P47043	ZAP1_YEAST	ZAP1 YJL056C J1145	853390;
P0CE00	MPH3_YEAST	MPH3 YJR160C J2400	853625;
Q02642	NACB1_YEAST	EGD1 YPL037C	856070;
P53912	YNN4_YEAST	YNL134C N1214 N1847	855588;
P09436	SYIC_YEAST	ILS1 YBL076C YBL0734	852202;
P37291	GLYC_YEAST	SHM2 SHMT2 YLR058C L2156	850747;
Q99190	TECR_YEAST	TSC13 YDL015C D2865	851547;
P32767	KA122_YEAST	KAP122 PDR6 YGL016W	852868;
Q03660	TR130_YEAST	TRS130 YMR218C YM8261.12C	855258;
P47072	YJB6_YEAST	YJL016W J1320 J1326 YJL017W	853436;
Q07879	ATG10_YEAST	ATG10 APG10 YLL042C	850684;
P00724	INV2_YEAST	SUC2 YIL162W	854644;
P0C0V8	RS21A_YEAST	RPS21A RPS25 RPS25A RPS26A YKR057W	853931;
Q07794	RT109_YEAST	RTT109 KIM2 REM50 YLL002W L1377	850658;
P06169	PDC1_YEAST	PDC1 YLR044C L2104	850733;
P53911	EAF7_YEAST	EAF7 YNL136W N1212 N1843	855586;
P47049	UBX6_YEAST	UBX6 YJL048C J1164	853399;
P53745	MNT4_YEAST	MNT4 YNR059W N3514	855796;
P50874	ORC5_YEAST	ORC5 YNL261W N0834	855460;
P38742	NPR3_YEAST	NPR3 RMD11 YHL023C	856362;
Q12153	SSF2_YEAST	SSF2 YDR312W D9740.2	851907;
P36170	FLO10_YEAST	FLO10 YKR102W	853977;
P40958	MAD2_YEAST	MAD2 YJL030W J1256	853422;
Q12031	ACEB_YEAST	ICL2 YPR006C LPZ6C YP9723.06C	856114;
Q03774	TRM82_YEAST	TRM82 YDR165W YD8358.19	851743;
P24813	AP2_YEAST	CAD1 YAP2 YDR423C D9461.12	852033;
Q12451	OSH2_YEAST	OSH2 YDL019C D2845	851543;
Q03516	RSN1_YEAST	RSN1 YMR266W YM8156.08	855308;
P43608	YFK5_YEAST	YFR035C	850595;
P36118	NTR2_YEAST	NTR2 YKR022C	853892;
Q03722	YMC0_YEAST	YML020W	854988;
Q12464	RUVB2_YEAST	RVB2 TIH2 TIP49B YPL235W P1060	855841;
Q04364	PEX9_YEAST	PEX9 YMR018W YM9711.06	855032;
P34239	LST4_YEAST	LST4 YKL176C YKL642	853678;
P38800	LAM4_YEAST	LAM4 LTC3 YHR080C	856480;
Q06708	VAC14_YEAST	VAC14 SVP2 YLR386W L3502.1	851102;
P47014	YJN2_YEAST	YJL132W J0678	853309;
Q05779	COQ9_YEAST	COQ9 YLR201C	850898;
P0CY11	HMRA1_YEAST	HMRA1 YCR097W YCR97W	850459;
Q12008	PMG2_YEAST	GPM2 YDL021W D2835	851541;
P05375	PLMT_YEAST	OPI3 PEM2 YJR073C J1824	853536;
P40335	PEP8_YEAST	PEP8 GRD6 VPS26 VPT4 YJL053W J1152	853393;
P53237	LST7_YEAST	LST7 YGR057C	852948;
Q08237	REXO4_YEAST	REX4 YOL080C	854075;
P41696	AZF1_YEAST	AZF1 YOR113W O3244 YOR3244W	854280;
Q07622	ACK1_YEAST	ACK1 YDL203C D1066	851324;
Q08421	ETT1_YEAST	ETT1 YOR051C YOR29-02	854216;
P40563	AIM21_YEAST	AIM21 YIR003W YIB3W	854819;
Q02100	SKO1_YEAST	SKO1 ACR1 YNL167C N1702	855554;
Q06522	YP147_YEAST	YPR147C	856270;
Q12746	PGA3_YEAST	PGA3 NQR1 YML125C YM4987.10C YM7056.01C	854914;
Q04526	YMI3_YEAST	YML083C	854891;
Q03983	YD179_YEAST	YDR179W-A YD9395.13	851760;
Q12216	SIZ2_YEAST	NFI1 SIZ2 YOR156C	854327;
Q08960	TYW1_YEAST	TYW1 YPL207W	855894;
P39954	SAHH_YEAST	SAH1 YER043C	856766;
P28584	TRK2_YEAST	TRK2 RPD2 YKR050W	853924;
P40002	MIT1_YEAST	MIT1 YEL007W	856711;
P47118	YAE1_YEAST	YAE1 YJR067C J1805	853530;
P19956	RM44_YEAST	MRPL44 YMR44 YMR225C YM9959.07C	855265;
P25087	ERG6_YEAST	ERG6 ISE1 LIS1 SED6 YML008C YM9571.10C	855003;
Q3E7A0	YK106_YEAST	YKL106C-A	853754;
Q6Q560	ISD11_YEAST	ISD11 YER048W-A	856774;
P32795	YME1_YEAST	YME1 OSD1 YTA11 YPR024W YP9367.04	856135;
Q12374	NCA2_YEAST	NCA2 YPR155C	856278;
Q06541	ARV1_YEAST	ARV1 YLR242C	850943;
Q03770	SSY1_YEAST	SSY1 APF7 SHR10 YDR160W YD8358.14	851738;
P40356	MED3_YEAST	PGD1 HRS1 MED3 YGL025C	852860;
Q12049	THP3_YEAST	THP3 YPR045C YP9499.03c	856158;
P38157	MAL33_YEAST	MAL33 MAL3R YBR297W YBR2115	852600;
P0CE92	PAU8_YEAST	PAU8 YAL068C	851229;852630;
P0CE93	PAU11_YEAST	PAU11 YGL261C NRF120	851229;852630;
Q3E770	PAU9_YEAST	PAU9 YBL108C-A	851229;852163;852630;
P00331	ADH2_YEAST	ADH2 ADR2 YMR303C YM9952.05C	855349;
P38749	YAP3_YEAST	YAP3 YHL009C	856377;
P32769	HBS1_YEAST	HBS1 YKR084C YKR404	853959;
P25343	RV161_YEAST	RVS161 END6 SPE161 YCR009C YCR9C	850367;
P00431	CCPR_YEAST	CCP1 CCP CPO YKR066C	853940;
P38210	LDB7_YEAST	LDB7 RSC14 YBL006C YBL0322	852277;
Q04053	SNX41_YEAST	SNX41 YDR425W	852035;
P08678	CYAA_YEAST	CYR1 CDC35 HSR1 SRA4 YJL005W J1401	853452;
Q12510	CMR1_YEAST	CMR1 YDL156W D1536	851399;
P22138	RPA2_YEAST	RPA135 RPA2 RRN2 SRP3 YPR010C YP9531.03C	856119;
P00942	TPIS_YEAST	TPI1 YDR050C YD9609.05C	851620;
Q06673	ECM30_YEAST	ECM30 YLR436C	851156;
P20433	RPB4_YEAST	RPB4 YJL140W J0654	853301;
P05747	RL29_YEAST	RPL29 YL43 YFR032C-A YFR032BW	850592;
P53734	DBP6_YEAST	DBP6 YNR038W N3302	855774;
P47135	JSN1_YEAST	JSN1 PUF1 YJR091C J1890	853553;
P47142	VPS25_YEAST	VPS25 VPT25 YJR102C J1957	853566;
P48560	TOS6_YEAST	TOS6 YNL300W N0430	855416;
P14064	HAP4_YEAST	HAP4 YKL109W YKL465	853751;
P38985	SRP14_YEAST	SRP14 YDL092W D2404	851466;
P53958	BOP3_YEAST	BOP3 YNL042W N2670	855686;
P19659	MED15_YEAST	GAL11 ABE1 MED15 RAR3 SDS4 SPT13 YOL051W	854106;
P47018	MTC1_YEAST	MTC1 YJL123C J0718	853319;
Q02647	DYL1_YEAST	DYN2 SLC1 YDR424C	852034;
P39106	MNN1_YEAST	MNN1 YER001W	856718;
Q06595	YP196_YEAST	YPR196W P9677.4	856326;
P25360	PHO87_YEAST	PHO87 YCR037C YCR37C YCR524	850403;
P32568	SNQ2_YEAST	SNQ2 YDR011W YD8119.16	851574;
P53849	GIS2_YEAST	GIS2 YNL255C N0852	855466;
P47136	BUD4_YEAST	BUD4 YJR092W J1905	853554;
P53933	APP1_YEAST	APP1 YNL094W N2219	855630;
Q03103	ERO1_YEAST	ERO1 YML130C YM4987.05C	854909;
P39109	YCFI_YEAST	YCF1 YDR135C YD9302.11C	851713;
P38765	YHI9_YEAST	YHI9 YHR029C	856424;
P38163	SRO77_YEAST	SRO77 SNI2 SOP2 YBL106C YBL0806	852168;
P04039	COX8_YEAST	COX8 YLR395C L8084.14	851111;
P53214	MTL1_YEAST	MTL1 YGR023W	852905;
P53956	YNE6_YEAST	YNL046W N2530	855681;
P25382	NLE1_YEAST	RSA4 YCR072C YCR72C	850435;
P40214	FDO1_YEAST	FDO1 YMR144W YM9375.13	855175;
P40050	MRX1_YEAST	MRX1 YER077C	856810;
P53248	PEX8_YEAST	PEX8 PAS6 YGR077C	852968;
P09937	SPS4_YEAST	SPS4 YOR313C O6120	854490;
Q99385	VCX1_YEAST	VCX1 HUM1 MNR1 YDL128W	851429;
P32807	KU70_YEAST	YKU70 HDF1 NES24 YMR284W YM8021.10	855328;
Q12155	YL050_YEAST	YLR050C L2125	850739;
P53140	RMD9_YEAST	RMD9 YGL107C G3075	852771;
Q06168	SFH1_YEAST	SFH1 YLR321C L8543.4	851032;
P48563	MON2_YEAST	MON2 YSL2 YNL297C N0453	855420;
P27697	COQ8_YEAST	COQ8 ABC1 YGL119W	852758;
P34162	MED20_YEAST	SRB2 HRS2 MED20 YHR041C	856437;
Q04947	RTN1_YEAST	RTN1 YDR233C	851819;
Q04772	IRC21_YEAST	IRC21 YMR073C YM9916.12C	855095;
P42073	REF2_YEAST	REF2 YDR195W YD9346.06	851776;
P43550	DAK2_YEAST	DAK2 YFL053W	850491;
P10614	CP51_YEAST	ERG11 CYP51 YHR007C	856398;
Q08931	PRM3_YEAST	PRM3 YPL192C	855909;
P39928	SLN1_YEAST	SLN1 YPD2 YIL147C	854659;
P53906	YNO6_YEAST	YNL146W N1203 N1785	855576;
P36070	RRN3_YEAST	RRN3 YKL125W	853734;
Q02159	UBC7_YEAST	UBC7 QRI8 YMR022W YM9711.12	855036;
P08638	LEUR_YEAST	LEU3 YLR451W L9324.1	851172;
P38750	YHA8_YEAST	YHL008C	856381;
P47127	AIM24_YEAST	AIM24 FMP26 YJR080C J1847	853543;
Q03630	BET5_YEAST	BET5 YML077W	854898;
P53115	INO80_YEAST	INO80 YGL150C G1880	852728;
P34218	SAS3_YEAST	SAS3 YBL052C YBL0507 YBL0515	852228;
P38218	POA1_YEAST	POA1 YBR022W YBR0304	852310;
P32364	SMY1_YEAST	SMY1 YKL079W YKL409	853783;
Q06991	PUN1_YEAST	PUN1 YLR414C	851132;
Q04398	SPG3_YEAST	SPG3 YDR504C D9719.10	852115;
P32581	IME2_YEAST	IME2 SME1 YJL106W J0817	853338;
P47102	GEA1_YEAST	GEA1 YJR031C J1580	853488;
P34165	MFA1_YEAST	MFA1 YDR461W D8035.5	852072;
P21269	CCA1_YEAST	CCA1 TNT1 YER168C	856915;
Q03289	PFA5_YEAST	PFA5 YDR459C	852070;
P46954	SIP4_YEAST	SIP4 YJL089W J0922	853356;
P32340	NDI1_YEAST	NDI1 YML120C YM7056.06C	854919;
P38636	ATX1_YEAST	ATX1 YNL259C N0840	855462;
P18962	DAP2_YEAST	DAP2 YHR028C	856423;
Q01926	MRS2_YEAST	MRS2 YOR334W	854511;
P38688	SRP72_YEAST	SRP72 YPL210C	855891;
P87284	PMP3_YEAST	PMP3 SNA1 YDR276C	851869;
P0C2H6	RL27A_YEAST	RPL27A RPL27 YHR010W	856401;
P35725	YKG3_YEAST	YKL063C YKL327	853802;
P53962	YND5_YEAST	YNL035C N2730	855695;
Q2V2P6	YG194_YEAST	YGL194C-A	3799973;
P38812	GEP4_YEAST	GEP4 YHR100C	856500;
Q12467	MRX4_YEAST	MRX4 YPL168W	855935;
P52911	EXG2_YEAST	EXG2 YDR261C YD9320A.12C	851848;
Q03612	YE11B_YEAST	TY1B-ER1 YERCTy1-1 POL YER138C	856879;
P38824	COX23_YEAST	COX23 YHR116W	856516;
P13483	DATI_YEAST	DAT1 DAT YML113W YM8339.06	854927;
P38131	KTR4_YEAST	KTR4 YBR199W YBR1411	852498;
P07248	ADR1_YEAST	ADR1 YDR216W YD8142.16 YD8142B.08	851802;
P25366	OCA4_YEAST	OCA4 YCR095C YCR131 YCR95C	850457;
P16550	APA1_YEAST	APA1 DTP YCL050C YCL50C	850307;
Q12165	ATPD_YEAST	ATP16 YDL004W D2935 YD8119.03	851560;
Q04429	HLR1_YEAST	HLR1 YDR528W D9719.31	852141;
P33333	PLSC_YEAST	SLC1 YDL052C	851508;
P47056	IRC18_YEAST	IRC18 OSW6 YJL037W J1234	853414;
P36126	SPO14_YEAST	SPO14 PLD1 YKR031C	853902;
P24384	PRP22_YEAST	PRP22 YER013W	856732;
Q12498	PRM4_YEAST	PRM4 YPL156C P2578	855947;
P38072	SCO2_YEAST	SCO2 YBR024W YBR0308	852312;
Q12109	SYWC_YEAST	WRS1 YOL097C HRE432	854056;
Q03973	HMO1_YEAST	HMO1 HSM2 YDR174W YD9395.07	851754;
P46983	ATG36_YEAST	ATG36 YJL185C J0415	853254;
P53388	DIP5_YEAST	DIP5 YPL265W	855863;
P25386	USO1_YEAST	USO1 INT1 YDL058W	851501;
Q05955	ADY4_YEAST	ADY4 YLR227C L8083.11	850924;
Q9ZZX0	AI5B_YEAST	AI5_BETA Q0075	854599;
P15202	CATA_YEAST	CTA1 YDR256C YD9320A.06C	851843;
P53210	YG1B_YEAST	YGR017W	852900;
P53895	ASI2_YEAST	ASI2 YNL159C N1735	855563;
P39685	PO152_YEAST	POM152 YMR129W YM9553.05	855159;
Q04867	YM91_YEAST	YMR310C YM9924.02C	855358;
P43592	FAR7_YEAST	FAR7 YFR008W	850559;
P13902	INO4_YEAST	INO4 YOL108C HRF151	854042;
P38290	UBS1_YEAST	UBS1 YBR165W YBR1217	852463;
Q06629	HDA2_YEAST	HDA2 PLO2 YDR295C	851889;
Q03880	PKR1_YEAST	PKR1 YMR123W YM8564.05	855153;
P32618	YEF3_YEAST	YEL043W SYGP-ORF14	856668;
P32377	MVD1_YEAST	MVD1 ERG19 MPD YNR043W N3427	855779;
P35182	PP2C1_YEAST	PTC1 TPD1 YDL006W D2925	851558;
Q03935	YAP6_YEAST	YAP6 HAL7 YDR259C YD9320A.09C YD9320A.10C	851846;
P53583	MPA43_YEAST	MPA43 YNL249C N0875	855472;
Q12432	EAF3_YEAST	EAF3 YPR023C YP9367.03C	856134;
P40569	GAT4_YEAST	GAT4 YIR013C	854830;
P40487	DPH1_YEAST	DPH1 YIL103W	854703;
P54786	ZDS2_YEAST	ZDS2 MCS1 YML109W YM8339.10	854931;
P32791	FRE1_YEAST	FRE1 YLR214W L8167.2	850911;
Q12516	SRF1_YEAST	SRF1 YDL133W D2185	851423;
Q05874	EFM7_YEAST	NNT1 EFM7 YLR285W	850991;
P54857	TGL2_YEAST	TGL2 YDR058C D4225 YD9609.12C	851628;
P40358	JEM1_YEAST	JEM1 KAR8 YJL073W HRC558 J1083	853372;
P34161	YOX1_YEAST	YOX1 YML027W	854981;
Q99260	YPT6_YEAST	YPT6 YLR262C L8479.11	850966;
P53845	YIF1_YEAST	YIF1 YNL263C N0820	855458;
P40013	BIM1_YEAST	BIM1 YER016W	856736;
Q3E7Z7	YD003_YEAST	YDR003W-A	1466432;
P38629	RFC3_YEAST	RFC3 YNL290W N0533	855426;
P38721	YHF0_YEAST	YHL050C	856335;
P36130	CAF4_YEAST	CAF4 YKR036C	853908;
P05694	METE_YEAST	MET6 YER091C	856825;
P48558	BXI1_YEAST	BXI1 YBH3 YNL305C N0405	855411;
P39983	YEG7_YEAST	YEL057C	856653;
Q03148	SNZ1_YEAST	SNZ1 YMR096W YM6543.03	855121;
P25298	RNA14_YEAST	RNA14 YMR061W YM9796.14	855083;
P39998	EDC3_YEAST	EDC3 LSM16 YEL015W	856700;
